YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NUMBER OF VOTERS (MARGIN),VOTE %,Category,TOTAL NUMBER OF VOTE CASTED
2004,Maharashtra,Kalamb,207,Dayanand Bhimrao Gaikwad,M,Shivsena,Other,181208,1303,31.75%,SC,120501
2004,Maharashtra,Paranda,208,Mote Rahul Maharudra,M,Nationalist Congress Party,Bow and Arrow,192246,11491,40.05%,GEN,140370
2004,Maharashtra,Osmanabad,209,Padamsinh Bajirao Patil,M,Nationalist Congress Party,Bow and Arrow,221101,484,45.77%,GEN,150380
2004,Maharashtra,Ausa,210,Mane Dinakar Baburao,M,Shivsena,Other,202440,21459,52.88%,GEN,134879
2004,Maharashtra,Nilanga,211,Nilangekar Patil Sambhaji Diliprao,M,Bharatiya Janata Party,Lotus,212617,2356,43.42%,GEN,152792
2004,Maharashtra,Omerga,212,Gaikwad Ravindra Vishvnathrao,M,Shivsena,Other,210728,2553,43.36%,GEN,148520
2004,Maharashtra,Tuljapur,213,Chavan Madhukarrao Deorao,M,Indian National Congress,Hand,163981,3445,35.10%,GEN,116693
2004,Maharashtra,Akkalkot,214,Siddharam Satlingappa Mhetre,M,Indian National Congress,Hand,174504,12494,52.20%,GEN,120113
2004,Maharashtra,South Solapur,215,Sushilkumar Sambhajirao Shinde,M,Indian National Congress,Hand,184079,29852,51.90%,GEN,119839
2004,Maharashtra,Solapur City South,216,Adam Narsayya Narayan,M,Communist Party of India (Marxist),Ears of Corn and Sickle,189224,5191,30.63%,GEN,106277
2004,Maharashtra,Solapur City North,217,Deshmukh Vijaykumar Sidramappa,M,Bharatiya Janata Party,Lotus,108747,7273,51.11%,GEN,63914
2004,Maharashtra,North Solapur,218,Khandare Uttamprakash Baburao,M,Shivsena,Other,384527,22266,46.81%,SC,167153
2004,Maharashtra,Mangalvedhe,219,Sale Ramchandra Dnyanoba,M,Nationalist Congress Party,Bow and Arrow,201283,14948,40.04%,SC,118015
2004,Maharashtra,Mohol,220,Patil Rajan Baburao,M,Nationalist Congress Party,Bow and Arrow,175407,31225,59.84%,GEN,133902
2004,Maharashtra,Barshi,221,Raut Rajendra Vitthal,M,Shivsena,Other,183176,5220,50.39%,GEN,145670
2004,Maharashtra,Madha,222,Shinde Babanrao Vithalrao,M,Nationalist Congress Party,Bow and Arrow,199096,42745,61.13%,GEN,151881
2004,Maharashtra,Pandharpur,223,Paricharak Sudhakar Ramchandra,M,Nationalist Congress Party,Bow and Arrow,251981,24139,42.11%,GEN,200815
2004,Maharashtra,Sangole,224,Deshmukh Ganpatrao Annasaheb,M,Peasants And Workers Party of India,Cart,242836,20596,52.64%,GEN,189977
2004,Maharashtra,Malshiras,225,Mohitepatil Vijaysingh Shankarrao,M,Nationalist Congress Party,Bow and Arrow,242216,104712,69.92%,GEN,189552
2004,Maharashtra,Karmala,226,Jagtap Jayavantrao Namdevrao,M,Shivsena,Other,159704,3640,49.23%,GEN,127351
2004,Maharashtra,Karjat,227,Sadashiv Kisan Lokhande,M,Bharatiya Janata Party,Lotus,198363,6473,47.76%,SC,118344
2004,Maharashtra,Shrigonda,228,Pachapute Babanrao Bhikaji,M,Independent,Free Symbol,227963,19285,37.10%,GEN,165944
2004,Maharashtra,Ahmednagar South,229,Anilbhaiyya Ramkisan Rathod (B.Com),M,Shivsena,Other,238375,25450,58.32%,GEN,134072
2004,Maharashtra,Ahmednagar North,230,Kardile Shivaji Bhanudas,M,Nationalist Congress Party,Bow and Arrow,263605,31845,42.49%,GEN,179901
2004,Maharashtra,Pathardi,231,Rajiv Appasaheb Rajale,M,Indian National Congress,Hand,204822,6001,44.27%,GEN,150990
2004,Maharashtra,Sheogaon,232,Ghule Narendra Marutraoji,M,Nationalist Congress Party,Bow and Arrow,202335,802,48.08%,GEN,144692
2004,Maharashtra,Shrirampur,233,Jayant Murlidhar Sasane,M,Indian National Congress,Hand,166780,7163,49.71%,GEN,123758
2004,Maharashtra,Shirdi,234,Vikhe Patil Radhakrishna Eknath Rao,M,Indian National Congress,Hand,173010,70967,79.71%,GEN,119441
2004,Maharashtra,Kopargaon,235,Kale Ashokrao Shankarrao,M,Shivsena,Other,177938,16314,53.55%,GEN,144388
2004,Maharashtra,Rahuri,236,Kadam Chandrashekar Laxmanrao,M,Bharatiya Janata Party,Lotus,184375,9731,51.32%,GEN,137861
2004,Maharashtra,Parner,237,Vijayrao Bhaskarrao Auty,M,Shivsena,Other,171417,9137,50.01%,GEN,119022
2004,Maharashtra,Sangamner,238,Thorat Vijay Alias Balasaheb Bhaosahab,M,Indian National Congress,Hand,232771,75757,71.04%,GEN,168995
2004,Maharashtra,Nagar-Akola,239,Pichad Madhukar Kashinath,M,Nationalist Congress Party,Bow and Arrow,216871,4920,47.98%,ST,152982
2004,Maharashtra,Junnar,240,Benke Vallabh Dattatraya,M,Nationalist Congress Party,Bow and Arrow,207329,14131,50.00%,GEN,147706
2004,Maharashtra,Ambegaon,241,Diliprao Dattatray Walse-Patil,M,Nationalist Congress Party,Bow and Arrow,170589,39636,64.02%,GEN,127811
2004,Maharashtra,Khed-Alandi,242,Mohite Dilip Dattatray,M,Nationalist Congress Party,Bow and Arrow,232681,14330,52.51%,GEN,146191
2004,Maharashtra,Maval,243,Bhegde Digambar Baloba,M,Bharatiya Janata Party,Lotus,221286,3312,33.73%,GEN,147089
2004,Maharashtra,Mulshi,244,Dhamale Sharad Bajirao,M,Shivsena,Other,419117,17107,38.33%,GEN,205324
2004,Maharashtra,Haveli,245,Vilas Vithoba Lande,M,Nationalist Congress Party,Bow and Arrow,805778,17076,47.12%,GEN,316344
2004,Maharashtra,Bopodi,246,Adv. Chandrakant Chhajed,M,Indian National Congress,Hand,242028,13010,45.47%,GEN,104530
2004,Maharashtra,Shivajinagar,247,Nimhan Vinayak Mahadeo,M,Shivsena,Other,398465,38181,57.91%,GEN,198084
2004,Maharashtra,Parvati,248,Bagve Ramesh Anandrao,M,Indian National Congress,Hand,408804,26674,54.09%,SC,179063
2004,Maharashtra,Kasba Peth,249,Girish Bapat,M,Bharatiya Janata Party,Lotus,124712,9618,55.81%,GEN,68376
2004,Maharashtra,Bhavani Peth,250,Kamal Ulhas Dhole Patil,F,Nationalist Congress Party,Bow and Arrow,186174,257,44.50%,GEN,89580
2004,Maharashtra,Pune Cantonment,251,Chandrakant Alias Balasaheb Shivarkar,M,Indian National Congress,Hand,425267,32818,56.66%,GEN,179684
2004,Maharashtra,Shirur,252,Baburao Kashinath Pacharne,M,Bharatiya Janata Party,Lotus,209482,9560,49.12%,GEN,143745
2004,Maharashtra,Daund,253,Kul Ranjana Subhashrao,F,Nationalist Congress Party,Bow and Arrow,273799,24227,52.59%,GEN,194459
2004,Maharashtra,Indapur,254,Patil Harshvardhan Shahajirao,M,Independent,Free Symbol,228469,24573,55.51%,GEN,170072
2004,Maharashtra,Baramati,255,Ajit Anantrao Pawar,M,Nationalist Congress Party,Bow and Arrow,209320,66157,69.07%,GEN,139421
2004,Maharashtra,Purandhar,256,Ashok Kondiba Tekawade,M,Nationalist Congress Party,Bow and Arrow,232231,13460,41.49%,GEN,151866
2004,Maharashtra,Bhor,257,Anantrao Thopte,M,Indian National Congress,Hand,162135,18434,55.15%,GEN,111575
2004,Maharashtra,Phaltan,258,Naik Nimbalkar Ramraje Pratapsinh,M,Nationalist Congress Party,Bow and Arrow,198869,40945,61.69%,GEN,134547
2004,Maharashtra,Man,259,Awaghade Sampatrao Ganapat,M,Nationalist Congress Party,Bow and Arrow,209745,19303,40.64%,SC,143713
2004,Maharashtra,Khatav,260,Shri Dilip Muralidhar Yelgaonkar,M,Bharatiya Janata Party,Lotus,191961,45691,55.72%,GEN,137176
2004,Maharashtra,Koregaon,261,Dr.Shalinitai Vasantrao Patil,F,Nationalist Congress Party,Bow and Arrow,178415,35004,51.29%,GEN,119572
2004,Maharashtra,Wai,262,Madan Prataprao Bhosale,M,Independent,Free Symbol,169614,18265,53.69%,GEN,127888
2004,Maharashtra,Jaoli,263,Shinde Shashikant Jayavantrao,M,Nationalist Congress Party,Bow and Arrow,208279,43539,59.78%,GEN,149291
2004,Maharashtra,Satara,264,Bhonsale Shrimant Shivendrasinh Abhayasinhraje,M,Nationalist Congress Party,Bow and Arrow,222703,10914,52.60%,GEN,156332
2004,Maharashtra,Patan,265,Desai Shambhuraj Shivajirao,M,Shivsena,Other,175114,5851,50.88%,GEN,141940
2004,Maharashtra,Karad North,266,Patil Balasaheb Pandurang,M,Nationalist Congress Party,Bow and Arrow,213528,3621,47.94%,GEN,149218
2004,Maharashtra,Karad South,267,Patil Vilasrao Balkrishna (Kaka),M,Indian National Congress,Hand,189610,95453,84.07%,GEN,128907
2004,Maharashtra,Shirala,268,Shivajirao Yashwantrao Naik,M,Independent,Free Symbol,200105,9461,39.94%,GEN,164556
2004,Maharashtra,Walva,269,Jayant Rajaram Patil,M,Nationalist Congress Party,Bow and Arrow,217121,85090,74.43%,GEN,162336
2004,Maharashtra,Bhilwadi Wangi,270,Dr.Patangrao Shripatrao Kadam,M,Indian National Congress,Hand,208429,101900,77.60%,GEN,157141
2004,Maharashtra,Sangli,271,Patil Madan Vishwanath,M,Independent,Free Symbol,206469,26767,45.55%,GEN,146129
2004,Maharashtra,Miraj,272,Dhatture Hafijabhai Husen,M,Indian National Congress,Hand,218485,11415,32.17%,GEN,140428
2004,Maharashtra,Tasgaon,273,Patil Ravsaheb Ramarao Alias R.R.(Aba),M,Nationalist Congress Party,Bow and Arrow,175174,6304,50.36%,GEN,139954
2004,Maharashtra,Khanapur Atpadi,274,Patil Sadashivrao Hanmantrao,M,Independent,Free Symbol,214805,25087,50.94%,GEN,156692
2004,Maharashtra,Kavathe Mahankal,275,Ajitrao Shankarrao Ghorpade,M,Indian National Congress,Hand,195845,14096,50.63%,GEN,143376
2004,Maharashtra,Jat,276,Khade Suresh(Bhau)Dagadu,M,Bharatiya Janata Party,Lotus,205467,25449,46.11%,SC,136760
2004,Maharashtra,Shirol,277,Shetty Raju Alias Devappa Anna,M,Independent,Free Symbol,236124,18747,35.10%,GEN,174526
2004,Maharashtra,Ichalkaranji,278,Awade Prakash Kallappa,M,Indian National Congress,Hand,264487,73174,58.89%,GEN,183129
2004,Maharashtra,Vadgaon,279,Awale Raju Kisan,M,Jan Surajya Shakti,Other,218553,11133,43.23%,SC,156107
2004,Maharashtra,Shahuwadi,280,Satyajeet Babasaheb Patil (Aba) (Sarudkar),M,Shivsena,Other,171070,6475,35.88%,GEN,142355
2004,Maharashtra,Panhala,281,Vinay Vilasrao Kore (Sawkar),M,Jan Surajya Shakti,Other,160412,9731,48.94%,GEN,135385
2004,Maharashtra,Sangrul,282,P. N. Patil (Sadolikar),M,Indian National Congress,Hand,194456,44997,60.22%,GEN,165117
2004,Maharashtra,Radhanagari,283,Krishnarao Parasharam Patil Alias K.P.Patil,M,Independent,Free Symbol,198668,55340,60.74%,GEN,156786
2004,Maharashtra,Kolhapur,284,Chhatrapati Malojiraje Shahu,M,Indian National Congress,Hand,217736,28142,53.62%,GEN,142039
2004,Maharashtra,Karvir,285,Patil Satej Alias Bunty D.,M,Independent,Free Symbol,258178,42604,60.10%,GEN,194525
2004,Maharashtra,Kagal,286,Mushrif Hasan Miyyalal,M,Nationalist Congress Party,Bow and Arrow,183059,1125,49.04%,GEN,162194
2004,Maharashtra,Gadhinglaj,287,Desai Krishnarao Rakhamajirao Alias Babasaheb Kupekar,M,Nationalist Congress Party,Bow and Arrow,177008,47287,55.39%,GEN,134511
2004,Maharashtra,Chandgad,288,Patil Narsingrao Gurunath,M,Jan Surajya Shakti,Other,179187,11,32.48%,GEN,146961
2009,Maharashtra,Akkalkuwa,1,Padvi Adv K. C.,M,INC,Hand,209521,2559,36.48%,ST,143301
2009,Maharashtra,Shahada,2,Valvi Padmakar Vijaysing,M,INC,Hand,257248,12587,35.41%,ST,144652
2009,Maharashtra,Nandurbar,3,Gavit Vijaykumar Krushnarao,M,NCP,Clock,267280,23858,54.88%,ST,180976
2009,Maharashtra,Nawapur,4,Gavit Sharad Krushnarao,M,SP,Cycle,231811,1695,42.94%,ST,176324
2009,Maharashtra,Sakri,5,Bhoye Yogendra Reshama,M,INC,Hand,284411,18944,40.99%,ST,140386
2009,Maharashtra,Dhule Rural,6,Prof.Shard Patil,M,SHS,Bow and Arrow,322222,18982,52.15%,GEN,192849
2009,Maharashtra,Dhule City,7,Anil Anna Gote,M,LKSGM,Other,269624,28741,43.67%,GEN,136426
2009,Maharashtra,Sindkheda,8,Rawal Jaikumarbhau Jitendrasinh,M,BJP,Lotus,274825,50699,51.06%,GEN,167764
2009,Maharashtra,Shirpur,9,Kashiram Vechan Pawara,M,INC,Hand,268703,39813,59.07%,ST,155892
2009,Maharashtra,Chopda,10,Jagdishchandra Ramesh Walvi (Jagdishbhau),M,NCP,Clock,253208,14838,43.18%,ST,161269
2009,Maharashtra,Raver,11,Shirish Madhukarrao Chaudhari,M,IND,Free Symbol,244991,21536,35.21%,GEN,153708
2009,Maharashtra,Bhusawal,12,Savkare Sanjay Waman,M,NCP,Clock,258725,3903,47.03%,SC,131573
2009,Maharashtra,Jalgaon City,13,Jain Sureshkumar Bhikamchand,M,SHS,Bow and Arrow,308762,31405,52.88%,GEN,122360
2009,Maharashtra,Jalgaon Rural,14,Deokar Gulabrao Baburao,M,NCP,Clock,258199,4562,44.65%,GEN,160246
2009,Maharashtra,Amalner,15,Krushibhushan Sahebrao Patil,M,IND,Free Symbol,252420,10463,37.30%,GEN,147681
2009,Maharashtra,Erandol,16,Patil Chimanrao Rupchand,M,SHS,Bow and Arrow,235318,3298,48.22%,GEN,146648
2009,Maharashtra,Chalisgaon,17,Deshmukh Rajiv Anil,M,NCP,Clock,294418,8400,48.91%,GEN,176876
2009,Maharashtra,Pachora,18,Wagh Dilip Onkar,M,NCP,Clock,252303,6214,49.00%,GEN,162670
2009,Maharashtra,Jamner,19,Mahajan Girish Dattatray,M,BJP,Lotus,247939,7517,50.17%,GEN,177464
2009,Maharashtra,Muktainagar,20,Eknathrao Ganpatrao Khadse,M,BJP,Lotus,233797,18389,50.92%,GEN,168331
2009,Maharashtra,Malkapur,21,Chainsukh Madanlal Sancheti,M,BJP,Lotus,225553,11987,39.94%,GEN,153179
2009,Maharashtra,Buldhana,22,Vijayraj Haribhau Shinde,M,SHS,Bow and Arrow,236442,8456,46.74%,GEN,142328
2009,Maharashtra,Chikhli,23,Bondre Rahul Siddhavinayak,M,INC,Hand,234514,27916,48.88%,GEN,156444
2009,Maharashtra,Sindkhed Raja,24,Dr Rajendra Bhaskarrao Shingne,M,NCP,Clock,260494,24150,47.37%,GEN,172702
2009,Maharashtra,Mehkar,25,Dr. Sanjay Bhaskar Raimulkar,M,SHS,Bow and Arrow,248049,33095,57.97%,SC,157798
2009,Maharashtra,Khamgaon,26,Sananda Dilipkumar Gokulchand,M,INC,Hand,236557,7920,37.36%,GEN,171442
2009,Maharashtra,Jalgaon (Jamod),27,Dr. Kute Sanjay Shriram,M,BJP,Lotus,230080,4047,31.02%,GEN,158683
2009,Maharashtra,Akot,28,Gawande Sanjay Laxman,M,SHS,Bow and Arrow,238960,965,25.56%,GEN,148032
2009,Maharashtra,Balapur,29,Baliram Bhagwan Siraskar,M,IND,Free Symbol,247924,1590,27.84%,GEN,142159
2009,Maharashtra,Akola West,30,Govardhan Mangilalji Sharma,M,BJP,Lotus,256923,11910,35.19%,GEN,125483
2009,Maharashtra,Akola East,31,Bhade Haridas Pandhari,M,BBM,Other,274988,14244,32.72%,GEN,148040
2009,Maharashtra,Murtijapur,32,Harish Marotiappa Pimpale,M,BJP,Lotus,257296,15358,39.13%,SC,128644
2009,Maharashtra,Risod,33,Zanak Subhashrao Ramrao,M,INC,Hand,251309,3040,32.15%,GEN,159351
2009,Maharashtra,Washim,34,Lakhan Sahadeo Malik,M,BJP,Lotus,277460,24229,43.10%,SC,151228
2009,Maharashtra,Karanja,35,Dahake Prakash Uttamrao,M,NCP,Clock,249933,30375,38.77%,GEN,161617
2009,Maharashtra,Dhamamgaon Railway,36,Jagtap Virendra Valmik,M,INC,Hand,270397,13448,39.93%,GEN,182228
2009,Maharashtra,Badnera,37,Ravi Rana,M,IND,Free Symbol,275076,18771,46.95%,GEN,155543
2009,Maharashtra,Amravati,38,Raosaheb Shekhawat,M,INC,Hand,269822,5614,43.76%,GEN,140140
2009,Maharashtra,Teosa,39,Adv. Yashomati Thakur,F,INC,Hand,243802,26130,49.32%,GEN,148129
2009,Maharashtra,Daryapur,40,Capt.Abhijit Anandrao Adsul,M,SHS,Bow and Arrow,256444,14658,27.01%,SC,150314
2009,Maharashtra,Melghat,41,Kale Kewalram Tulshiram,M,INC,Hand,214543,710,43.51%,ST,146231
2009,Maharashtra,Achalpur,42,Bacchu Alias Omprakash Babarao Kadu,M,IND,Free Symbol,233004,5743,39.97%,GEN,151691
2009,Maharashtra,Morshi,43,Dr. Bonde Anil Sukhadeorao,M,IND,Free Symbol,241052,6035,26.55%,GEN,165357
2009,Maharashtra,Arvi,44,Dadarao Yadavraoji Keche,M,BJP,Lotus,231047,3130,46.02%,GEN,155785
2009,Maharashtra,Deoli,45,Ranjit Prataprao Kamble,M,INC,Hand,224565,3746,39.40%,GEN,148670
2009,Maharashtra,Hinganghat,46,Ashok Shamraoji Shinde,M,SHS,Bow and Arrow,244590,1421,31.01%,GEN,165361
2009,Maharashtra,Wardha,47,Deshmukh Suresh Bapuraoji,M,IND,Free Symbol,241396,11665,35.41%,GEN,147081
2009,Maharashtra,Katol,48,Anil Deshmukh,M,NCP,Clock,245811,32203,42.54%,GEN,160200
2009,Maharashtra,Savner,49,Kedar Sunil Chhatrapal,M,INC,Hand,248489,3472,47.13%,GEN,174957
2009,Maharashtra,Hingna,50,Ghodmare Vijaybabu Pandurangji,M,BJP,Lotus,275584,700,40.29%,GEN,161428
2009,Maharashtra,Umred,51,Parwe Sudhir Laxman,M,BJP,Lotus,277378,44696,49.03%,SC,174218
2009,Maharashtra,Nagpur South West,52,Devendra Gangadharrao Fadnavis,M,BJP,Lotus,351021,27775,51.02%,GEN,174955
2009,Maharashtra,Nagpur South,53,Dinanath Deorao Padole,M,INC,Hand,329096,30395,44.37%,GEN,157107
2009,Maharashtra,Nagpur East,54,Krishna Khopde,M,BJP,Lotus,283000,35216,55.15%,GEN,161036
2009,Maharashtra,Nagpur Central,55,Kumbhare Vikas Shankarrao,M,BJP,Lotus,304487,10791,36.47%,GEN,154405
2009,Maharashtra,Nagpur West,56,Deshmukh Sudhakar Shamrao,M,BJP,Lotus,340973,1979,37.39%,GEN,160351
2009,Maharashtra,Nagpur North,57,Dr. Nitin Raut,M,INC,Hand,322158,17862,37.52%,SC,154379
2009,Maharashtra,Kamthi,58,Chandrashekhar Krishnarao Bawankule,M,BJP,Lotus,327629,31093,49.36%,GEN,192620
2009,Maharashtra,Ramtek,59,Ashish Nandkishore Jaiswal (Wakil),M,SHS,Bow and Arrow,237560,3361,32.52%,GEN,153576
2009,Maharashtra,Tumsar,60,Bawankar Anil Fattu,M,INC,Hand,257121,6617,37.26%,GEN,178611
2009,Maharashtra,Bhandara,61,Bhondekar Narendra Bhojraj,M,SHS,Bow and Arrow,304236,51554,52.58%,SC,197581
2009,Maharashtra,Sakoli,62,Nanabhau Falgunrao Patole,M,BJP,Lotus,274830,62915,60.44%,GEN,202133
2009,Maharashtra,Arjuni-Morgaon,63,Badole Rajkumar Sudam,M,BJP,Lotus,202794,16307,46.60%,SC,149896
2009,Maharashtra,Tirora,64,Bopache Khushal Parasram,M,BJP,Lotus,198218,623,39.28%,GEN,143696
2009,Maharashtra,Gondiya,65,Agrawal Gopaldas Shankarlal,M,INC,Hand,250839,9971,46.53%,GEN,163169
2009,Maharashtra,Amgaon,66,Ramratanbapu Bharatbhapu Raut,M,INC,Hand,218421,6817,42.50%,ST,152884
2009,Maharashtra,Armori,67,Anandrao Gangaram Gedam,M,INC,Hand,205731,5555,28.43%,ST,145132
2009,Maharashtra,Gadchiroli,68,Dr. Namdeo Dalluji Usendi,M,INC,Hand,237610,960,43.56%,ST,155057
2009,Maharashtra,Aheri,69,Atram Dipak Mallaji,M,IND,Free Symbol,191149,25197,48.63%,ST,127272
2009,Maharashtra,Rajura,70,Dhote Subhash Ramchandrarao,M,INC,Hand,268075,16087,34.05%,GEN,180523
2009,Maharashtra,Chandrapur,71,Shamkule Nanaji Sitaram,M,BJP,Lotus,304673,15410,44.14%,SC,152376
2009,Maharashtra,Ballarpur,72,Mungantiwar Sudhir Sachchidanand,M,BJP,Lotus,283450,24736,49.74%,GEN,173279
2009,Maharashtra,Brahmapuri,73,Atul Devidas Deshkar,M,BJP,Lotus,224521,5495,33.48%,GEN,150369
2009,Maharashtra,Chimur,74,Wadettiwar Vijay Namdeorao,M,INC,Hand,235565,30616,52.85%,GEN,169041
2009,Maharashtra,Warora,75,Deotale Sanjay Wamanrao,M,INC,Hand,244059,3740,33.26%,GEN,156069
2009,Maharashtra,Wani,76,Kasawar Wamanrao Bapurao,M,INC,Hand,247076,10440,31.94%,GEN,174289
2009,Maharashtra,Ralegaon,77,Prof.Vasant Chindhuji Purke,M,INC,Hand,242260,40418,47.43%,ST,157337
2009,Maharashtra,Yavatmal,78,Nilesh Shivram Deshmukh Parvekar,M,INC,Hand,316167,19875,34.69%,GEN,162508
2009,Maharashtra,Digras,79,Rathod Sanjay Dulichand,M,SHS,Bow and Arrow,266460,54145,54.13%,GEN,192384
2009,Maharashtra,Arni,80,Shiwajirao Shiwramji Moghe,M,INC,Hand,259220,37581,54.24%,ST,167545
2009,Maharashtra,Pusad,81,Manohar Naik,M,NCP,Clock,240260,30840,50.85%,GEN,151687
2009,Maharashtra,Umarkhed,82,Khadase Vijayrao Yadavrao,M,INC,Hand,242024,7375,44.32%,SC,150897
2009,Maharashtra,Kinwat,83,Jadhav Pradeep Hemsingh (Naik),M,NCP,Clock,204891,18162,47.55%,GEN,146455
2009,Maharashtra,Hadgaon,84,Pawar Madhavrao Nivrutirao,M,INC,Hand,231275,44781,59.68%,GEN,161827
2009,Maharashtra,Bhokar,85,Ashok Shankarrao Chavan,M,INC,Hand,219464,107503,79.65%,GEN,151724
2009,Maharashtra,Nanded North,86,D.P.Sawant,M,INC,Hand,276167,44082,49.10%,GEN,136560
2009,Maharashtra,Nanded South,87,Omprakash Ganeshlal Pokarna,M,INC,Hand,261948,17463,51.70%,GEN,138042
2009,Maharashtra,Loha,88,Dhondge Shankarrao Ganeshrao,M,NCP,Clock,219852,9364,47.17%,GEN,172877
2009,Maharashtra,Naigaon,89,Chavan Vasantrao Balwantrao,M,IND,Free Symbol,242163,11120,37.17%,GEN,170915
2009,Maharashtra,Deglur,90,Antapurkar Raosaheb Alis Chandoba Jayanta,M,INC,Hand,253801,6011,41.57%,SC,154945
2009,Maharashtra,Mukhed,91,Patil Hanmanthrao Venketrao,M,INC,Hand,242121,1216,41.17%,GEN,160331
2009,Maharashtra,Basmath,92,Dandegaonkar Jaiprakash Raosaheb,M,NCP,Clock,237126,2844,45.62%,GEN,178323
2009,Maharashtra,Kalamnuri,93,Satav Rajiv Shankarrao,M,INC,Hand,246252,8227,40.46%,GEN,167592
2009,Maharashtra,Hingoli,94,Patil Bhaurao Baburao,M,INC,Hand,253516,3945,36.57%,GEN,160654
2009,Maharashtra,Jintur,95,Kadam Ramprasad Wamanrao-Bordikar,M,INC,Hand,284870,1225,39.13%,GEN,195305
2009,Maharashtra,Parbhani,96,Jadhav Sanjay (Bandu) Haribhau,M,SHS,Bow and Arrow,268357,20523,40.59%,GEN,162647
2009,Maharashtra,Gangakhed,97,Ghandat (Mama),M,IND,Free Symbol,311762,18880,37.00%,GEN,217326
2009,Maharashtra,Pathri,98,Renge Mira Kalyanrao,F,SHS,Bow and Arrow,297910,11025,46.36%,GEN,192115
2009,Maharashtra,Partur,99,Jethaliya Sureshkumar Kanhaiyalal,M,IND,Free Symbol,243336,11502,25.72%,GEN,166014
2009,Maharashtra,Ghansawangi,100,Rajeshbhayya Tope,M,NCP,Clock,249598,23307,54.22%,GEN,192200
2009,Maharashtra,101. Jalna,101,Gorantyal Kailas Kishanrao,M,INC,Hand,261974,20771,52.21%,GEN,142501
2009,Maharashtra,Badnapur,102,Santosh Vasantlal Sambre,M,SHS,Bow and Arrow,245459,18908,36.93%,SC,152311
2009,Maharashtra,Bhokardan,103,Chandrakant Pundlikrao Danve,M,NCP,Clock,229652,1639,41.36%,GEN,163141
2009,Maharashtra,Sillod,104,Abdul Sattar Abdul Nabi,M,INC,Hand,251080,26753,55.00%,GEN,178412
2009,Maharashtra,Kannad,105,Jadhav Harshawardhan Raibhan,M,MNS,Railway Engine,257180,4107,26.98%,GEN,170911
2009,Maharashtra,Phulambri,106,Dr. Kale Kalyan Vaijinathrao,M,INC,Hand,249538,2587,38.12%,GEN,165868
2009,Maharashtra,Aurangabad Central,107,Jaiswal Pradeep Shivnarayan,M,IND,Free Symbol,250536,8384,36.76%,GEN,135917
2009,Maharashtra,Aurangabad West,108,Shirsat Sanjay Pandurang,M,SHS,Bow and Arrow,238747,14211,48.41%,SC,119833
2009,Maharashtra,Aurangabad East,109,Darda Rajendra Jawaharlal,M,INC,Hand,236756,15225,38.55%,GEN,125020
2009,Maharashtra,Paithan,110,Sanjay Waghchaure,M,NCP,Clock,230197,13662,40.36%,GEN,159028
2009,Maharashtra,Gangapur,111,Prashant Bansilal Bamb,M,IND,Free Symbol,241146,23499,35.72%,GEN,148548
2009,Maharashtra,Vaijapur,112,R.M. Wani,M,SHS,Bow and Arrow,245849,1225,30.48%,GEN,168539
2009,Maharashtra,Nandgaon,113,Pankaj Chhagan Bhujbal,M,NCP,Clock,283173,21369,53.33%,GEN,180564
2009,Maharashtra,Malegaon Central,114,Mufti Mohamad Ismail A. Khalique,M,JSS,Bow and Arrow,241115,17919,47.04%,GEN,151269
2009,Maharashtra,Malegaon Outer,115,Bhuse Dadaji Dagadu,M,SHS,Bow and Arrow,293759,30064,52.75%,GEN,180363
2009,Maharashtra,Baglan,116,Umaji Manglu Borse,M,BJP,Lotus,236388,2562,45.33%,ST,121386
2009,Maharashtra,Kalwan,117,Arjun Tulshiram(A.T.) Pawar,M,NCP,Clock,210368,16253,50.59%,ST,147027
2009,Maharashtra,Chandvad,118,Kotwal Shirishkumar Vasantrao,M,IND,Free Symbol,236866,18310,36.47%,GEN,158083
2009,Maharashtra,Yevla,119,Chhagan Bhujbal,M,NCP,Clock,256859,50180,63.14%,GEN,168546
2009,Maharashtra,Sinnar,120,Kokate Manikrao Shivaji,M,INC,Hand,244047,2830,48.50%,GEN,155939
2009,Maharashtra,Niphad,121,Kadam Anil Sahebrao,M,SHS,Bow and Arrow,230305,33145,56.06%,GEN,160669
2009,Maharashtra,Dindori,122,Mahale Dhanraj Haribhau,M,SHS,Bow and Arrow,242616,149,43.70%,ST,156919
2009,Maharashtra,Nashik East,123,Adv. Dhikale Uttamrao Nathuji,M,MNS,Railway Engine,287308,18735,34.39%,GEN,139372
2009,Maharashtra,Nashik Central,124,Gite Vasantrao Nivrutti,M,MNS,Railway Engine,287859,31169,46.42%,GEN,133911
2009,Maharashtra,Nashik West,125,Bhosale Nitin Keshavrao,M,MNS,Railway Engine,303433,24738,35.03%,GEN,150889
2009,Maharashtra,Devlali,126,Gholap Baban Shankar,M,SHS,Bow and Arrow,221855,10120,38.73%,SC,118159
2009,Maharashtra,Igatpuri,127,Gavit Nirmala Ramesh,F,INC,Hand,206251,3722,23.46%,ST,124269
2009,Maharashtra,Dahanu,128,Ozare Rajaram Nathu,M,CPM,Other,236251,16180,47.28%,ST,132247
